Respondent,Hobby,OpenSource,Student,Employment,FormalEducation,UndergradMajor,CompanySize,YearsCoding,YearsCodingProf,JobSatisfaction,ConvertedSalary,NumberMonitors,CheckInCode,WakeTime,HoursComputer,HoursOutside,SkipMeals,Exercise,Age
1115,Yes,No,"Yes, full-time",Employed full-time,Ad,,8,5,4,3,130000,,,,,,,,
1116,Yes,Yes,No,Employed full-time,Bd,Bu,1,3,3,-2,52000,1,5,4,4,0,0,1,3
1117,Yes,No,No,Employed full-time,Bd,Ae,4,2,2,2,,2,4,4,2,0,1,1,3
1118,No,No,No,Employed full-time,Bd,Cd,4,7,5,-1,125000,3,5,3,2,0,0,0,4
1119,Yes,Yes,"Yes, full-time",Employed part-time,Nd,Cd,1,4,1,2,8400,2,5,4,1,1,0,3,2
1120,Yes,Yes,No,Employed full-time,Odd,Ae,1,7,4,2,120000,1,5,3,3,2,0,3,4
1121,Yes,No,No,Employed full-time,Bd,Ma,8,2,2,-3,89000,3,5,2,3,2,0,3,3
1122,Yes,Yes,No,Employed full-time,Nd,We,8,3,2,3,80000,2,5,2,3,3,0,3,2
1123,Yes,No,No,Employed full-time,Bd,Cd,3,5,4,2,86000,2,5,3,2,2,1,1,3
1124,Yes,No,No,Employed full-time,Nd,Cd,4,5,5,-3,120000,3,5,3,3,2,0,1,4
1125,Yes,Yes,No,Employed full-time,Nd,Ar,1,5,2,2,28000,1,3,4,3,0,1,0,3
1126,No,No,No,Employed full-time,Md,Ae,6,3,2,2,60000,2,4,2,2,0,0,0,4
1127,Yes,No,No,Employed full-time,Md,Ns,5,10,4,-1,1.00E+05,2,3,4,3,1,1,3,4
1128,Yes,Yes,No,Employed full-time,Nd,Ae,8,11,8,3,80000,2,5,5,3,1,0,0,5
1129,Yes,Yes,No,Employed full-time,Bd,,3,2,2,2,71000,3,5,3,3,2,1,2,4
1130,Yes,No,No,Employed full-time,Nd,No,6,4,3,-2,123000,3,5,4,3,0,1,0,3
1131,Yes,No,No,Employed full-time,Bd,Cd,5,3,1,3,145000,2,5,5,2,0,0,2,2
1132,Yes,No,No,Employed full-time,Bd,Ma,8,2,1,2,,2,,4,2,1,0,2,2
1133,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,3,,2,3,3,3,2,1,0,2
1134,Yes,Yes,No,Employed full-time,Sd,,4,11,7,3,140000,2,5,3,2,2,0,2,4
1135,No,No,No,Employed full-time,Bd,,4,7,4,0,,2,5,1,3,1,1,0,5
1136,No,Yes,No,Employed full-time,Bd,In,8,5,4,2,1.00E+05,2,3,2,2,0,0,2,3
1137,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,1,65000,2,5,3,3,0,0,0,2
1138,Yes,No,No,Employed full-time,Bd,Ss,5,1,1,3,115000,2,5,4,3,0,0,1,3
1139,Yes,Yes,No,Employed full-time,Md,Bu,8,8,9,-2,130000,2,5,5,3,1,0,3,5
1140,Yes,Yes,No,Employed full-time,Bd,Ma,5,3,3,2,147000,2,5,5,3,1,0,2,3
1141,Yes,Yes,No,Employed full-time,Md,Cd,3,8,7,2,145000,2,1,2,3,2,0,3,4
1142,Yes,Yes,No,Employed full-time,Odd,Cd,2,6,4,3,70000,3,5,1,3,1,0,3,3
1143,No,Yes,No,Employed full-time,Bd,Cd,4,10,8,2,187000,2,3,3,3,1,0,1,5
1144,Yes,No,"Yes, full-time",Employed full-time,Md,Cd,7,8,6,3,90000,2,3,1,3,1,0,3,4
1145,No,No,No,Employed full-time,Bd,Cd,4,2,1,-2,51000,3,2,4,3,1,0,1,2
1146,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Ma,4,7,2,2,81000,4,5,3,4,1,0,0,3
1147,Yes,Yes,No,Employed full-time,Md,Cd,6,6,6,3,120000,2,4,3,3,1,0,1,4
1148,Yes,No,No,Employed full-time,Nd,Hu,4,2,1,3,82000,2,3,5,3,0,1,1,3
1149,Yes,Yes,No,Employed full-time,Bd,Cd,3,5,4,-2,112500,3,5,4,3,1,1,0,3
1150,Yes,Yes,No,Employed full-time,Bd,Cd,3,6,4,1,78000,1,5,3,3,0,0,1,3
1151,No,No,No,Employed full-time,Bd,Cd,3,3,1,3,50000,2,5,3,2,0,0,0,3
1152,Yes,No,No,Employed full-time,Bd,Cd,1,5,2,0,53000,2,5,4,3,0,1,0,2
1153,Yes,No,No,Employed full-time,Md,Cd,7,2,1,2,105000,2,5,,,,,,
1154,Yes,Yes,No,Employed full-time,Bd,Hu,1,8,4,2,,2,5,2,3,1,1,0,4
1155,Yes,Yes,No,Employed full-time,Md,Ae,8,5,3,-1,103000,2,5,3,3,1,0,1,3
1156,Yes,No,No,Employed full-time,Bd,Cd,5,3,2,-2,68000,3,5,4,3,0,0,0,2
1157,Yes,No,No,Employed full-time,Bd,Cd,1,6,3,2,78000,2,5,1,4,2,1,1,4
1158,Yes,Yes,No,Employed full-time,Md,Ss,4,2,2,2,1.00E+05,2,5,5,3,0,1,1,4
1159,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,4,3,1,2,23000,3,2,4,3,0,0,0,2
1160,No,No,No,Employed full-time,Bd,Ma,4,10,9,2,105000,2,4,1,3,1,0,0,6
1161,Yes,No,No,Employed full-time,Bd,In,4,6,4,1,152400,3,3,2,3,0,0,0,4
1162,Yes,Yes,No,Employed full-time,Bd,Ae,8,11,8,2,155000,3,3,3,2,0,0,1,4
1163,Yes,Yes,No,Employed full-time,Bd,Ss,3,9,4,2,110000,2,3,3,3,0,0,3,4
1164,No,No,No,Employed full-time,Bd,Cd,4,4,3,2,108000,2,5,4,3,2,0,3,3
1165,Yes,No,No,Employed full-time,Bd,Bu,8,1,1,3,75000,2,5,3,2,1,0,1,3
1166,Yes,No,No,Employed full-time,Bd,Cd,4,3,2,3,1.00E+05,2,5,3,2,2,0,2,3
1167,No,No,No,Employed full-time,Md,Cd,8,11,11,2,10400,2,3,3,3,1,0,0,5
1168,Yes,Yes,"Yes, full-time",Employed part-time,Nd,Ae,1,3,2,3,90000,3,5,5,2,0,1,1,2
1169,Yes,Yes,No,Employed full-time,Nd,Ma,2,4,2,0,98000,3,5,2,4,1,0,1,3
1170,Yes,Yes,No,Employed full-time,Bd,Cd,4,11,8,2,150000,2,5,4,2,0,2,0,4
1171,Yes,No,No,Employed full-time,Bd,Cd,2,4,2,3,80000,2,5,5,4,2,0,2,3
1172,Yes,No,No,Employed full-time,Bd,Cd,2,2,1,2,80000,3,4,4,2,1,0,1,2
1173,Yes,No,"Yes, part-time",Employed part-time,Nd,Cd,2,2,1,0,20000,1,4,3,3,0,0,2,2
1174,No,No,No,Employed full-time,Ad,In,6,11,8,3,117000,2,5,2,2,1,0,0,4
1175,Yes,Yes,"Yes, full-time",Employed full-time,Md,Cd,3,1,2,2,68805,2,4,5,3,2,0,0,3
1176,Yes,Yes,No,Employed full-time,Nd,Cd,4,4,3,2,95000,2,5,3,2,1,0,2,3
1177,Yes,Yes,No,Employed full-time,Bd,Cd,2,8,3,1,110000,3,3,4,2,1,0,0,4
1178,No,Yes,No,Employed full-time,Md,Ae,6,7,6,3,120000,2,5,3,2,0,1,0,4
1179,Yes,No,No,Employed full-time,Bd,Cd,8,4,2,2,93000,1,5,4,3,0,0,2,3
1180,No,No,No,Employed full-time,Md,Cd,4,4,3,0,125000,3,3,2,3,2,0,2,3
1181,Yes,Yes,No,Employed full-time,Md,Cd,3,8,7,3,6.00E+05,1,5,5,4,2,1,3,4
1182,Yes,Yes,No,Employed full-time,Prd,Cd,5,6,4,2,235000,2,3,3,2,2,0,2,4
1183,No,No,No,Employed full-time,Md,Cd,6,3,2,2,130000,2,5,5,2,2,0,0,3
1184,Yes,No,No,Employed full-time,Bd,Cd,3,5,1,-1,65000,2,1,5,3,1,0,1,3
1185,Yes,No,No,Employed full-time,Bd,We,3,3,2,1,76000,3,5,3,3,0,0,0,3
1186,Yes,No,No,Employed full-time,Nd,In,6,2,1,2,48000,3,5,5,2,1,0,1,3
1187,No,Yes,No,Employed full-time,Md,Cd,1,6,6,-2,175000,2,5,3,3,1,1,0,4
1188,Yes,Yes,No,Employed full-time,Bd,Bu,7,7,5,-1,130000,1,5,5,3,2,2,2,3
1189,Yes,Yes,No,Employed full-time,Ad,,4,2,2,3,80000,2,5,2,3,2,0,3,3
1190,No,No,No,Employed full-time,Bd,Cd,8,4,2,2,50400,2,2,3,3,1,0,0,3
1191,Yes,Yes,No,Employed full-time,Bd,Hu,3,2,2,2,90000,2,5,5,3,2,1,1,3
1192,No,No,No,Employed full-time,Bd,,8,2,3,3,65786,3,0,3,3,1,0,0,3
1193,Yes,Yes,No,Employed full-time,Nd,Cd,3,5,3,2,65000,2,5,3,1,3,0,1,3
1194,Yes,Yes,No,Employed full-time,Nd,Cd,1,2,2,-1,120000,2,5,3,4,2,2,3,2
1195,Yes,No,No,Employed full-time,Md,Cd,3,5,3,1,1.00E+05,3,5,4,3,0,1,2,3
1196,No,No,No,Employed full-time,Bd,Cd,4,3,2,1,,2,5,5,2,2,1,2,3
1197,Yes,Yes,No,Employed full-time,Bd,In,8,3,2,2,91000,2,5,4,3,2,0,0,3
1198,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Cd,1,1,1,-2,,1,5,1,4,3,1,3,
1199,Yes,No,No,Employed full-time,Bd,,8,3,1,0,65000,2,2,3,3,0,1,2,2
1200,Yes,Yes,No,Employed part-time,Sd,,4,2,,,15000,1,3,0,0,1,0,1,2
1201,No,No,No,Employed full-time,Nd,Ar,5,2,2,1,1.00E+05,2,5,4,4,1,1,1,3
1202,Yes,Yes,No,Employed full-time,Bd,Cd,6,3,2,3,69000,5,5,4,3,1,1,0,2
1203,Yes,No,"Yes, part-time",Employed part-time,Sd,,6,2,1,2,35000,3,5,9,3,1,3,0,2
1204,Yes,No,No,Employed full-time,Md,Ma,8,3,2,2,80000,3,5,3,3,2,1,0,3
1205,Yes,Yes,No,Employed full-time,Bd,Cd,1,6,3,-1,110000,2,5,4,3,0,0,0,3
1206,Yes,No,"Yes, full-time",Employed part-time,Sd,,8,3,1,2,35000,4,3,3,2,2,1,1,2
1207,Yes,No,No,Employed full-time,,,3,3,2,2,1.00E+05,2,3,2,4,1,0,2,3
1208,Yes,Yes,No,Employed full-time,Bd,Cd,7,10,7,-1,,2,5,3,2,2,0,2,4
1209,Yes,No,No,Employed full-time,Bd,Hu,4,2,1,2,47000,2,3,4,3,0,0,0,3
1210,Yes,Yes,"Yes, full-time",Employed full-time,Sd,,1,3,1,-1,37000,3,5,2,3,1,0,3,2
1211,Yes,Yes,No,Employed full-time,Bd,Cd,6,9,5,1,2.00E+05,2,5,4,4,2,0,3,3
1212,No,No,No,Employed full-time,Bd,Ar,3,3,2,2,78000,2,5,3,3,1,1,2,3
1213,Yes,Yes,No,Employed full-time,Bd,Cd,4,5,4,2,142000,2,5,,,,,,4
1214,Yes,Yes,No,Employed full-time,Ad,Ae,3,8,5,2,95000,3,5,2,2,2,0,2,4
1215,Yes,No,No,Employed full-time,Bd,Cd,2,2,1,3,61000,2,4,4,2,2,0,2,2
1216,Yes,No,No,Employed full-time,Bd,Ss,4,2,2,3,93500,3,5,4,2,1,0,2,3
1217,Yes,Yes,No,Employed full-time,Nd,Ar,3,7,7,2,165000,3,5,5,2,4,0,2,3
1218,Yes,No,"Yes, part-time",Employed part-time,Nd,Cd,3,1,1,3,105000,1,5,3,2,1,1,2,2
1219,No,Yes,No,Employed full-time,Bd,Ss,3,7,4,2,145000,2,3,3,3,0,0,0,4
1220,No,Yes,No,Employed full-time,Bd,Cd,3,5,5,-1,160000,1,5,5,2,2,1,0,4
1221,Yes,No,No,Employed full-time,Nd,Cd,3,3,3,-1,1.00E+05,2,5,3,2,2,0,1,5
1222,Yes,No,No,Employed full-time,Sd,,4,2,1,1,1.00E+05,3,5,3,4,2,0,1,3
1223,Yes,No,No,Employed full-time,Bd,Cd,3,3,2,2,55000,3,2,4,4,0,0,0,3
1224,No,No,No,Employed full-time,Bd,Cd,8,4,4,2,,2,5,4,2,2,0,2,3
1225,Yes,No,No,Employed full-time,Md,Ns,4,8,5,1,83000,2,4,1,3,1,0,3,4
1226,Yes,No,No,Employed full-time,Bd,Ae,5,3,3,2,11000,2,5,4,3,2,1,3,3
1227,No,Yes,"Yes, full-time",Employed full-time,Md,Ns,1,2,2,2,30000,2,5,4,3,1,1,1,3
1228,Yes,Yes,"Yes, full-time",Employed part-time,Nd,Cd,1,5,1,2,38000,2,5,4,2,0,0,1,2
1229,Yes,Yes,No,Employed full-time,Md,Cd,8,6,6,2,115000,2,5,2,3,1,0,0,4
1230,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,2,2,65000,2,3,0,3,0,0,1,2
1231,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,2,80000,2,4,3,3,0,0,0,3
1232,No,No,No,Employed full-time,Md,Cd,5,3,2,-2,73000,3,2,4,3,1,3,1,3
1233,No,No,"Yes, full-time",Employed full-time,Bd,,8,8,8,2,105000,3,5,1,4,1,1,0,5
1234,Yes,Yes,"Yes, part-time",Employed full-time,Nd,Cd,3,2,1,3,30000,3,5,4,3,0,3,0,2
1235,Yes,Yes,No,Employed full-time,Bd,Cd,3,11,9,3,156000,4,5,2,2,0,0,0,5
1236,Yes,Yes,No,Employed full-time,Bd,Cd,4,3,1,2,77500,3,5,4,3,1,0,2,2
1237,Yes,No,No,Employed full-time,Bd,Cd,3,3,2,-3,85000,2,4,4,2,1,0,2,3
1238,Yes,No,"Yes, part-time",Employed full-time,Nd,In,3,9,4,2,80000,2,3,4,3,0,1,2,4
1239,Yes,Yes,No,Employed full-time,Nd,,8,3,2,2,120000,3,3,3,2,1,3,0,3
1240,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,3,3,110000,2,3,5,3,2,1,2,3
1241,Yes,No,,Employed full-time,Bd,Ss,5,5,3,2,,2,3,3,3,1,0,2,
1242,Yes,Yes,No,Employed full-time,Bd,Ss,4,3,2,2,115000,2,5,3,3,0,0,0,3
1243,Yes,No,No,Employed full-time,Bd,Hu,6,1,1,2,63000,2,2,4,3,2,1,0,3
1244,Yes,No,"Yes, full-time",Employed full-time,Bd,,7,2,2,2,84000,3,4,3,2,0,0,0,3
1245,No,No,No,Employed full-time,Bd,Cd,6,4,3,2,130000,2,5,4,2,2,0,2,3
1246,Yes,No,"Yes, full-time",Employed full-time,Bd,Ae,4,5,5,1,126000,2,5,2,3,0,0,0,4
1247,No,No,No,Employed full-time,Bd,We,2,2,1,-1,75000,3,4,4,3,1,1,0,3
1248,No,No,No,Employed full-time,Bd,Ae,6,5,5,1,74000,2,3,4,2,0,0,0,4
1249,No,No,No,Employed full-time,Bd,Bu,4,6,4,2,160000,1,5,2,3,0,0,0,4
1250,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,3,2,135000,1,5,4,2,2,0,1,3
1251,Yes,Yes,No,Employed full-time,Nd,Hs,3,3,3,-2,1.00E+05,3,5,6,4,1,3,3,3
1252,Yes,No,No,Employed full-time,Md,Hu,4,6,4,2,80000,2,2,2,3,1,0,1,5
1253,No,No,No,Employed full-time,Bd,Ss,8,11,10,2,112000,2,5,3,2,2,0,1,6
1254,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,4,2,,,48000,2,3,9,2,1,1,0,3
1255,Yes,No,"Yes, part-time",Employed full-time,Bd,Hu,8,1,1,2,85000,2,5,2,3,2,0,3,3
1256,No,Yes,No,Employed full-time,Bd,Cd,7,9,9,-3,118000,1,3,3,2,1,0,0,5
1257,Yes,Yes,No,Employed full-time,Odd,Ns,8,5,3,1,180000,5,5,5,2,1,0,2,3
1258,Yes,No,"Yes, part-time",Employed full-time,Nd,Cd,8,2,1,3,,1,1,,,,,,3
1259,No,No,No,Employed full-time,Bd,Ma,3,3,3,3,65000,2,5,3,3,0,0,0,4
1260,Yes,No,No,Employed full-time,Bd,Cd,2,3,1,1,85000,2,5,4,4,2,0,1,3
1261,Yes,Yes,No,Employed full-time,Md,Cd,6,5,4,2,180000,2,5,3,3,0,0,1,3
1262,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,2,-2,85400,2,5,2,3,1,0,1,3
1263,Yes,No,No,Employed full-time,Bd,Cd,4,2,1,0,80000,3,5,4,3,0,1,0,2
1264,Yes,Yes,No,Employed full-time,Md,Cd,4,8,6,2,135000,2,3,5,3,2,0,2,4
1265,Yes,No,No,Employed full-time,Nd,Ss,5,3,1,,132000,2,4,5,3,1,0,1,
1266,Yes,No,No,Employed full-time,Bd,Ae,5,5,2,1,70000,2,5,4,3,1,0,2,3
1267,Yes,No,No,Employed full-time,Bd,Cd,3,2,1,0,90000,2,4,4,2,0,0,0,2
1268,Yes,No,No,Employed full-time,Nd,Cd,2,5,3,-3,75000,5,5,4,4,2,3,0,3
1269,Yes,Yes,No,Employed full-time,Bd,Ae,3,6,6,-1,150000,2,5,3,3,1,2,0,4
1270,No,No,No,Employed full-time,Md,Hu,3,1,1,2,102500,2,5,4,2,1,0,1,4
1271,Yes,Yes,"Yes, full-time",Employed part-time,Sd,,1,3,1,2,7500,3,3,6,2,0,0,0,2
1272,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,1,2,1,3,92400,3,1,5,3,1,0,2,2
1273,Yes,Yes,No,Employed full-time,Bd,,3,8,6,2,1.00E+05,1,5,3,3,1,0,2,4
1274,Yes,Yes,No,Employed full-time,Pd,,5,4,1,-2,29120,3,,4,2,1,0,0,2
1275,Yes,Yes,No,Employed full-time,Bd,Ns,6,2,2,1,86000,2,5,3,3,1,1,1,3
1276,Yes,No,No,Employed full-time,Bd,Cd,6,11,11,3,120000,2,4,2,2,1,0,3,5
1277,No,No,No,Employed full-time,Md,Cd,8,2,2,-1,145000,2,3,5,3,0,1,2,
1278,Yes,Yes,No,Employed full-time,Bd,Cd,8,5,4,3,213000,1,3,5,4,0,0,0,3
1279,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,3,3,2,-2,115000,2,4,5,2,0,1,2,3
1280,Yes,Yes,No,Employed full-time,Bd,Cd,3,10,8,-3,117000,2,5,4,3,0,0,0,4
1281,Yes,Yes,No,Employed full-time,Nd,In,4,3,2,3,125000,2,5,2,3,0,1,1,3
1282,Yes,Yes,No,Employed full-time,Md,Ae,2,6,3,1,138000,1,5,3,3,1,0,1,3
1283,Yes,Yes,No,Employed full-time,Bd,We,7,3,3,3,88500,3,5,4,2,0,0,2,3
1284,Yes,No,No,Employed full-time,Bd,Cd,2,4,3,0,1560000,2,4,0,3,1,0,1,3
1285,Yes,Yes,No,Employed full-time,Ad,Cd,6,11,11,0,105000,2,5,2,4,1,1,3,6
1286,Yes,No,No,Employed full-time,Nd,We,5,4,4,1,,,,,,,,,
1287,Yes,Yes,No,Employed full-time,Ad,Cd,5,7,6,1,60000,4,1,3,3,0,0,0,4
1288,Yes,No,No,Employed full-time,Nd,No,4,11,11,3,72000,1,3,3,2,1,0,0,6
1289,No,No,No,Employed full-time,Md,Ae,1,3,2,-3,14400,1,3,5,3,2,1,1,3
1290,Yes,Yes,No,Employed full-time,Nd,Ar,6,5,5,1,1.00E+05,3,5,3,3,1,1,1,3
1291,No,No,No,Employed full-time,Bd,Cd,5,4,2,3,130000,2,3,6,3,1,1,0,3
1292,Yes,No,No,Employed full-time,Md,Cd,4,3,2,2,115000,2,5,4,2,1,0,1,3
1293,Yes,No,No,Employed full-time,Ad,Cd,4,5,3,2,72737,2,5,4,2,1,1,1,3
1294,Yes,Yes,No,Employed full-time,Md,Cd,4,6,3,1,1.00E+05,2,3,6,3,0,0,1,3
1295,Yes,Yes,No,Employed full-time,Md,Ae,1,6,5,2,160000,1,5,6,2,2,2,0,4
1296,Yes,No,No,Employed full-time,Md,Ae,3,3,3,2,92000,2,1,3,2,2,0,2,3
1297,Yes,No,No,Employed full-time,Md,Cd,4,3,2,3,130000,1,5,4,3,1,0,2,3
1298,Yes,No,No,Employed full-time,Nd,Cd,7,7,6,-1,92500,3,3,2,4,1,3,2,4
1299,Yes,No,No,Employed full-time,Odd,Ma,8,7,6,2,95000,2,3,5,2,1,0,0,4
1300,Yes,No,No,Employed full-time,Bd,Cd,3,4,3,-2,103000,2,3,3,3,1,0,0,3
1301,Yes,Yes,No,Employed full-time,Bd,Cd,3,4,2,-1,35000,3,5,4,3,0,0,3,3
1302,Yes,No,No,Employed full-time,Bd,Ss,6,2,2,3,103100,2,5,4,3,0,3,0,4
1303,No,No,No,Employed full-time,Bd,Ma,4,7,6,3,125000,3,5,2,3,0,0,3,5
1304,Yes,No,No,Employed full-time,Md,Ae,6,10,6,3,105000,2,2,3,3,2,1,0,5
1305,Yes,No,No,Employed full-time,Bd,In,3,3,2,3,60000,3,,4,3,2,,0,
1306,Yes,Yes,No,Employed full-time,Bd,Cd,6,2,1,2,150000,2,5,5,3,1,0,1,2
1307,Yes,No,No,Employed full-time,Nd,Ae,5,7,8,-2,89000,3,5,3,3,1,0,2,5
1308,Yes,Yes,No,Employed full-time,Md,Hu,3,8,3,2,56000,2,1,3,2,1,1,2,3
1309,Yes,No,No,Employed full-time,Bd,Ns,3,2,2,-1,76000,2,,6,3,0,1,2,2
1310,Yes,Yes,No,Employed full-time,Bd,Cd,4,7,2,-1,98000,1,5,2,3,2,1,3,4
1311,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Cd,3,3,3,2,93000,2,5,4,3,1,1,0,4
1312,Yes,Yes,No,Employed full-time,Nd,Cd,8,8,7,2,130000,,,,,,,,
1313,Yes,Yes,No,Employed full-time,Md,Cd,4,8,8,2,115000,2,5,3,3,1,0,1,4
1314,Yes,No,No,Employed full-time,Nd,Ae,6,8,6,0,175000,2,3,0,2,1,1,0,4
1315,No,No,No,Employed full-time,Bd,Cd,1,10,8,0,135000,,,,,,,,
1316,Yes,Yes,No,Employed full-time,Nd,Ae,4,2,2,2,112000,3,5,4,3,2,1,0,3
1317,Yes,No,No,Employed full-time,Bd,Cd,2,3,1,2,77000,3,3,3,2,0,1,0,2
1318,No,No,No,Employed full-time,Md,Cd,8,11,8,-2,113000,1,5,6,3,1,3,0,5
1319,No,No,No,Employed full-time,Bd,Ns,7,3,2,1,118000,2,5,3,3,1,0,2,3
1320,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,4,2,130000,2,5,4,2,1,1,3,3
1321,Yes,Yes,No,Employed full-time,Sd,,4,10,8,1,110000,2,5,4,2,1,0,1,5
1322,Yes,No,"Yes, full-time",Employed part-time,Bd,Cd,4,3,1,2,,3,5,4,4,2,3,3,2
1323,Yes,No,No,Employed full-time,Nd,Cd,3,4,3,2,75000,2,3,5,4,1,1,3,3
1324,Yes,Yes,No,Employed full-time,Nd,Hu,8,1,1,-2,90000,2,5,4,3,3,0,0,2
1325,Yes,No,"Yes, full-time",Employed full-time,Md,Hu,8,7,7,-3,85000,3,3,4,2,2,2,2,5
1326,Yes,No,No,Employed full-time,Bd,Hu,3,1,1,2,1.00E+05,2,5,4,2,1,0,3,3
1327,Yes,No,No,Employed full-time,Bd,Cd,4,4,2,2,55000,2,5,3,3,0,0,1,3
1328,Yes,Yes,No,Employed full-time,Bd,Ar,2,4,4,3,140000,3,5,4,4,0,1,0,3
1329,No,No,No,Employed full-time,Sd,,1,3,3,2,90000,3,5,4,2,0,1,0,
1330,Yes,No,No,Employed full-time,Bd,Cd,8,2,1,2,75000,2,3,4,3,2,3,3,2
1331,Yes,No,No,Employed full-time,Bd,Cd,6,8,4,1,1380000,1,5,5,2,0,0,1,4
1332,Yes,Yes,No,Employed full-time,Bd,Cd,3,11,9,1,125000,3,5,2,3,1,0,2,5
1333,Yes,Yes,No,Employed full-time,Bd,Hu,4,5,3,2,96000,3,5,5,2,0,0,0,3
1334,Yes,Yes,No,Employed full-time,Bd,Cd,1,4,2,2,50000,2,5,6,3,2,1,1,3
1335,No,No,No,Employed full-time,Bd,,3,3,2,3,116000,3,5,3,3,0,0,1,3
1336,Yes,No,No,Employed full-time,Bd,Hu,4,2,1,2,,2,3,4,3,1,1,0,3
1337,Yes,No,No,Employed full-time,Bd,In,7,8,8,2,115000,3,3,2,3,1,0,3,5
1338,Yes,No,No,Employed full-time,Md,Cd,3,4,3,2,120000,3,5,3,2,1,0,1,4
1339,No,No,No,Employed full-time,Bd,In,4,4,3,-3,80000,2,5,2,3,1,1,1,3
1340,Yes,No,No,Employed full-time,Bd,Cd,8,4,2,3,165000,3,5,6,4,0,0,0,3
1341,Yes,No,No,Employed full-time,Bd,Ar,3,2,1,-2,45000,2,3,5,3,1,1,1,3
1342,Yes,No,No,Employed full-time,Bd,Cd,8,1,1,2,120000,1,5,5,2,2,0,2,2
1343,Yes,Yes,No,Employed full-time,Bd,Cd,8,2,1,3,113000,2,5,3,3,1,0,1,2
1344,Yes,No,No,Employed full-time,Md,Ar,6,6,4,2,77000,4,5,5,3,0,0,3,4
1345,Yes,Yes,No,Employed full-time,Bd,Ns,3,5,1,-3,52000,4,5,5,4,1,2,0,3
1346,Yes,No,No,Employed full-time,Md,Cd,5,3,2,0,46554,3,5,5,3,2,1,0,3
1347,No,No,No,Employed full-time,Md,Cd,4,9,9,0,150000,1,5,3,3,2,0,0,4
1348,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Ns,4,1,1,2,55000,2,5,3,3,2,0,1,2
1349,Yes,No,No,Employed full-time,Bd,Cd,3,4,2,3,60000,2,5,4,2,1,0,1,3
1350,Yes,No,No,Employed full-time,Bd,Cd,3,7,4,-2,75000,2,5,5,3,1,0,1,
1351,Yes,Yes,No,Employed full-time,Bd,Cd,8,9,7,1,128000,2,3,4,3,2,0,2,5
1352,Yes,Yes,No,Employed full-time,Md,Cd,4,5,5,-1,220000,3,5,4,2,2,0,1,4
1353,Yes,No,No,Employed full-time,Bd,Cd,4,9,8,-1,125000,2,5,3,3,1,1,2,5
1354,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,5,2,2,2,65000,3,5,3,4,1,1,2,3
1355,Yes,Yes,No,Employed full-time,Bd,Cd,6,5,4,0,115000,2,5,6,3,2,0,0,3
1356,No,No,No,Employed full-time,Md,In,3,2,2,3,95000,2,3,3,2,0,0,1,3
1357,Yes,Yes,No,Employed full-time,Bd,Ma,2,2,2,-2,90000,2,4,3,3,1,1,2,3
1358,Yes,Yes,No,Employed full-time,Md,Ae,8,3,3,2,115000,2,5,4,2,2,0,2,3
1359,Yes,No,No,Employed full-time,Ad,We,8,4,3,2,76000,2,5,3,2,1,1,0,4
1360,Yes,No,No,Employed full-time,Bd,Cd,3,3,1,2,1.00E+05,2,2,3,3,2,0,3,2
1361,No,No,No,Employed full-time,Bd,Cd,4,8,6,3,145000,2,3,2,3,1,0,2,4
1362,Yes,Yes,No,Employed full-time,Md,Cd,7,5,1,3,106000,2,3,3,3,1,1,0,3
1363,Yes,Yes,No,Employed full-time,Bd,Cd,8,3,3,2,71720,2,5,3,4,0,0,0,2
1364,Yes,Yes,No,Employed full-time,Nd,Hu,2,2,1,2,72500,2,5,4,3,1,2,2,3
1365,No,No,No,Employed full-time,Md,Cd,2,4,3,3,70000,3,5,4,3,2,0,1,3
1366,Yes,Yes,No,Employed full-time,Md,We,4,8,4,0,90000,2,5,2,3,2,0,0,4
1367,No,No,No,Employed full-time,Bd,Ae,5,5,5,1,1.00E+05,,,,,,,,
1368,No,No,No,Employed full-time,Bd,Cd,8,3,1,3,78000,3,3,2,3,0,0,3,2
1369,No,No,No,Employed full-time,Md,,7,3,2,3,102000,,5,3,3,0,0,1,4
1370,Yes,Yes,No,Employed full-time,Md,Cd,7,10,10,2,165000,3,5,4,3,2,0,2,5
1371,Yes,No,No,Employed full-time,Bd,Cd,5,6,4,2,113022,3,5,2,3,0,0,0,4
